RowNumber,CustomerId,Surname,Gender,Age,Balance,EstimatedSalary
557,15705515,Lazarev,Male,40,138241.9,159418.1
558,15634844,Miller,Male,41,91536.93,191468.78
559,15717046,Wentworth-Shields,Male,53,0,38913.68
560,15571816,Ritchie,Female,70,0,705.18
561,15670080,Mackenzie,Female,29,105204.01,138490.03
562,15800440,Power,Male,61,152968.73,82970.69
563,15665678,Tan,Male,36,158261.68,76744.72
564,15665956,Pendergrass,Female,46,0,71244.59
565,15788126,Evans,Female,38,121021.05,12182.15
566,15811773,Hsia,Male,36,0,141210.5
567,15651674,Billson,Female,54,0,191763.07
568,15689614,Teng,Female,63,137715.66,37938.74
569,15795564,Moretti,Male,31,121192.22,74890.58
570,15706647,Jordan,Male,31,0,166698.18
571,15728505,Ts'ao,Male,44,100486.18,62678.53
572,15730076,Osborne,Male,45,0,67740.08
573,15622003,Carslaw,Male,35,92566.53,161519.77
574,15607312,Ch'ang,Female,49,0,159835.78
575,15644753,Hung,Male,40,110929.96,30876.84
576,15653620,Gordon,Female,27,0,14858.1
577,15761986,Obialo,Female,32,138901.61,75685.97
578,15633922,Gray,Male,30,123217.66,144183.1
579,15734674,Lin,Female,41,0,65170.66
580,15658032,Hopkins,Male,39,0,82526.92
581,15692671,Dobson,Male,36,0,169161.46
582,15737741,McKay,Female,33,108431.87,109291.39
583,15576352,Revell,Female,57,0,6057.81
584,15753719,Rickards,Female,30,72392.41,77077.14
585,15803689,Begum,Female,51,119741.77,54954.51
586,15718057,Onyinyechukwuka,Female,51,100946.71,179614.8
587,15722010,Zuyev,Male,53,170491.84,35588.07
588,15680998,Nwankwo,Male,44,0,117356.14
589,15614782,Hao,Male,36,0,160696.72
590,15591047,Ma,Female,47,157296.02,147278.43
591,15788291,Okwuadigbo,Female,38,144606.22,56594.36
592,15604044,Mitchell,Male,38,134811.3,1299.75
593,15679587,Chan,Female,34,115897.12,25095.03
594,15775153,Buchi,Male,32,82034,146326.45
595,15603925,Greco,Female,26,174318.13,38296.21
596,15680970,Lombardi,Female,41,114206.84,164061.6
597,15697183,Uchenna,Male,43,0,107811.28
598,15567446,Coffman,Male,39,111574.41,30838.51
599,15637476,Alexandrova,Female,57,162448.69,9221.78
600,15714939,Fallaci,Female,34,148249.54,33738.27
601,15683503,Hudson,Female,43,0,110916.15
602,15645569,Mai,Female,26,123709.46,169654.57
603,15782569,Stout,Female,72,0,69829.4
604,15592387,Burke,Male,30,0,54926.51
605,15609286,Chadwick,Male,37,150525.8,94728.49
606,15814035,Lawrence,Male,29,0,80393.27
607,15661249,Bellucci,Male,53,0,111307.98
608,15629117,Harper,Male,28,0,19834.32
609,15607170,Boyle,Male,35,0,78397.24
610,15586585,Duncan,Female,51,111018.98,86410.28
611,15686611,Moss,Male,30,129755.99,172749.65
612,15603203,Avdeyeva,Female,27,0,1002.39
613,15619857,Crawford,Female,64,129555.7,13601.79
614,15805062,Lynton,Male,38,87202.38,77866.91
615,15660271,Duncan,Male,26,146133.39,175296.76
616,15745295,Gether,Female,31,0,121751.04
617,15719352,Davidson,Male,39,170184.99,89593.26
618,15766575,Larionova,Female,62,140745.33,193437.89
619,15594594,Loggia,Male,42,139070.51,86945
620,15646161,Steinhoff,Female,37,0,183318.79
621,15682585,Guerra,Male,35,114193.24,71154.1
622,15603134,Pai,Female,40,167878.5,151887.16
623,15636444,Craig,Female,53,141616.55,75888.65
624,15773456,Lazareva,Male,36,145747.67,89566.74
625,15745307,Ch'iu,Female,48,129120.64,26475.79
626,15604119,Alderete,Male,35,110349.82,126355.8
627,15626900,Kung,Male,29,141325.56,93839.3
628,15605447,Palermo,Male,49,78653.84,7698.6
629,15589030,Ts'ai,Male,47,0,145593.85
630,15692463,Rahman,Female,28,142253.65,45042.56
631,15712403,McMillan,Female,61,0,61108.56
632,15811762,Pickering,Female,54,115988.86,57553.98
633,15718673,Mirams,Female,33,75592.43,62674.42
634,15724282,Tsao,Male,44,164113.04,12120.79
635,15738181,Douglas,Male,31,67996.23,50129.87
636,15633648,Jideofor,Female,51,0,55022.43
637,15603323,Bell,Female,33,0,117834.91
638,15583725,Mairinger,Male,48,138778.15,168840.23
639,15588350,McIntyre,Female,43,147832.15,24234.11
640,15798398,Pagnotto,Female,36,135438.4,190627.01
641,15784844,K'ung,Male,48,116060.08,156618.38
642,15580684,Feng,Female,29,112564.62,42334.38
643,15809663,Donaldson,Female,27,125406.58,110784.42
644,15640078,Chambers,Female,39,135134.99,173683
645,15698786,Marcelo,Female,39,133102.92,27046.46
646,15569807,Ejimofor,Female,34,42157.08,20598.59
647,15730830,Dale,Female,30,0,104991.28
648,15805112,Pokrovsky,Male,38,82259.29,8996.97
649,15633064,Stonebraker,Female,36,0,64420.5
650,15703119,Liang,Male,38,0,145700.22
651,15730447,Anderson,Female,49,0,196335.48
652,15813850,Christian,Male,52,0,14781.12
653,15711889,Mao,Male,42,150461.07,108139.23
654,15664610,Campbell,Male,48,133994.52,19287.06
655,15751710,Ginikanwa,Male,31,164870.81,9567.39
656,15692926,Toscani,Male,25,121702.73,132210.49
657,15813741,Nnachetam,Male,25,193858.2,21600.11
658,15698474,Sagese,Female,54,131039.97,199661.5
659,15568595,Fleming,Male,64,113829.45,124341.49
660,15603065,Grubb,Female,30,0,15766.1
661,15592937,Napolitani,Female,41,81877.38,33642.21
662,15699637,Anenechi,Male,57,116326.07,117704.65
663,15667215,Chandler,Male,31,0,58803.28
664,15788659,Howells,Male,46,0,137537.22
665,15763218,Akeroyd,Female,41,0,131300.68
666,15645772,Onwumelu,Male,33,0,84174.81
667,15725511,Wallace,Female,31,127070.73,160941.78
668,15575024,Uwaezuoke,Male,29,0,143954.99
669,15640825,Loyau,Male,46,122549.64,56297.85
670,15662397,Small,Female,42,176099.13,8404.73
671,15576368,Bledsoe,Female,48,122388.38,30020.09
672,15674991,Kao,Male,42,0,58137.42
673,15721024,Wickens,Male,26,0,47472.68
674,15745621,Wertheim,Female,32,118879.35,19131.71
675,15642394,He,Male,35,0,187288.5
676,15754605,Jarvis,Female,39,0,17603.81
677,15607040,P'an,Female,38,88736.44,67020.03
678,15715142,Repina,Male,45,102703.62,147802.94
679,15810978,Pugliesi,Female,70,0,41610.62
680,15668886,Blakey,Female,38,0,44255.65
681,15780804,Nucci,Male,55,97318.25,78416.14
682,15613880,Higinbotham,Male,58,128468.69,137254.55
683,15775238,Achebe,Female,41,133432.59,151303.48
684,15786905,Russo,Female,40,141782.57,86333.63
685,15747867,Trevisani,Male,24,135125.28,89801.9
686,15600337,Dobie,Male,42,178820.91,29358.57
687,15801277,Maccallum,Female,31,112212.14,181600.72
688,15579334,Watkins,Female,45,126674.81,124118.71
689,15802741,Mitchel,Female,51,136294.97,38867.46
690,15720649,Ferdinand,Female,36,66392.64,31106.67
691,15589493,Otitodilinna,Male,27,122552.34,67611.36
692,15688251,Mamelu,Male,43,76408.85,77837.63
693,15665238,Beneventi,Male,36,145071.24,6078.46
694,15740900,Perrodin,Male,34,0,177896.92
695,15681068,Chinagorom,Female,45,109730.22,123882.73
696,15748625,Napolitano,Male,57,0,15304.08
697,15727299,Edgar,Male,62,64119.38,76569.64
698,15620204,Walker,Female,57,106138.33,120657.32
699,15669516,Steele,Male,36,0,16436.56
700,15736534,Elkins,Male,33,181656.51,107667.91
701,15803457,Hao,Female,32,0,95611.47
702,15659098,Toscano,Male,30,95128.86,19799.26
703,15603436,Savage,Female,49,126615.94,123214.74
704,15566292,Okwuadigbo,Male,36,0,71709.12
705,15808621,Mordvinova,Male,36,76190.48,149066.14
706,15580148,Welch,Male,40,168286.81,20451.99
707,15776231,Kent,Male,35,88109.81,32825.5
708,15773809,Campbell,Male,42,0,6232.31
709,15649423,Cooper,Female,35,0,10357.03
710,15734886,Mazzi,Female,34,123971.51,147794.63
711,15722548,Fisher,Male,48,148116.48,116973.48
712,15650288,Summers,Male,35,116269.01,129964.94
713,15629448,Brady,Male,38,120599.21,92816.86
714,15716164,Nicholls,Female,41,144260.5,172114.67
715,15807609,Yuan,Female,25,86605.5,16649.31
716,15578977,Robinson,Male,34,0,144517.19
717,15677369,Golubov,Female,37,58629.97,182038.6
718,15804072,Chen,Female,42,0,24210.56
719,15696859,Oldham,Male,45,0,172175.9
720,15653780,Kambinachi,Female,43,0,47578.45
721,15721658,Fleming,Female,56,209767.31,150694.42
722,15578761,Cunningham,Female,42,129634.25,177683.02
723,15736879,Obinna,Male,23,0,66088.83
724,15571973,Chinwemma,Female,38,169824.46,169291.7
725,15626742,Carpenter,Male,36,97530.25,117140.41
726,15672692,Yin,Female,42,145988.65,79510.37
727,15673570,Olsen,Male,37,0,77108.66
728,15767432,Ts'ai,Female,25,0,9679.28
729,15654238,Jen,Female,40,137494.28,81753.92
730,15612525,Preston,Female,57,0,131372.38
731,15812750,Ozioma,Male,24,147360,25310.82
732,15790757,Cody,Female,25,0,187925.75
733,15723873,Ponomarev,Male,31,125167.02,98820.39
734,15744607,Martin,Male,43,121152.05,64166.7
735,15612966,Milani,Female,60,128981.07,176924.21
736,15784209,Tang,Male,47,0,90055.08
737,15794278,Romani,Male,67,151858.98,72814.31
738,15766741,McIntyre,Male,36,114628.4,168290.06
739,15661036,Davis,Male,46,0,161767.38
740,15705639,Onyemauchechukwu,Female,28,95059.02,44420.18
741,15637414,Gell,Female,24,128736.39,37147.61
742,15716835,Rossi,Male,24,156325.38,125381.02
743,15696231,Chiwetelu,Male,29,105405.97,149853.89
744,15641675,Kirillova,Female,49,88915.37,161435.02
745,15670755,Shaw,Male,60,0,102925.76
746,15640059,Smith,Male,40,0,70899.27
747,15787619,Hsieh,Male,18,160980.03,145936.28
748,15587535,Onyemauchechukwu,Female,46,177619.71,54227.06
749,15813034,Martin,Male,38,62276.99,59280.79
750,15698839,Okwudilichukwu,Male,46,127559.97,126952.5
751,15790314,Onuoha,Male,41,0,130567.02
752,15634245,Muecke,Female,47,95523.16,73294.48
753,15677305,Hsieh,Female,35,107749.03,3937.37
754,15661526,Anderson,Male,37,110777.26,2383.59
755,15685997,Azubuike,Female,39,166733.92,14279.44
756,15660101,Nnonso,Male,31,157120.86,141300.53
757,15637979,Fuller,Female,36,127160.78,78140.75
758,15815364,Ashley,Female,28,0,117431.1
759,15647099,Ts'ui,Female,37,156091.97,72008.61
760,15625944,Buccho,Male,58,98668.18,60887.58
761,15583212,Chidozie,Female,43,134022.06,194764.83
762,15582741,Maclean,Female,35,124151.09,88705.14
763,15637876,Burns,Female,36,77253.5,35817.97
764,15622750,Chu,Female,21,114292.48,31520.4
765,15672056,Kenenna,Male,43,140080.32,157908.19
766,15812351,Beluchi,Female,27,135277.96,142200.15
767,15810864,Williamson,Female,82,0,182055.36
768,15677921,Bobrov,Male,60,115920.62,157552.08
769,15724296,Kerr,Male,41,119782.72,120284.67
770,15685329,McKenzie,Female,63,114715.71,24506.95
771,15584091,Pitts,Female,36,129748.54,47271.61
772,15640442,Standish,Male,31,129722.57,41176.6
773,15639314,Cartwright,Male,32,0,9468.64
774,15685320,Johnstone,Male,36,139180.2,123880.19
775,15789158,Nikitina,Male,49,113599.74,158887.09
776,15752137,McElroy,Male,33,134944,117036.38
777,15712551,Shen,Female,58,116922.25,120415.61
778,15628936,Archer,Male,28,118945.09,16064.25
779,15797227,Otutodilinna,Male,28,0,52615.62
780,15769974,Shih,Female,35,119182.73,121210.09
781,15737051,Denisov,Male,27,0,192247.35
782,15585595,Owens,Female,28,71264.02,68759.57
783,15654060,P'eng,Male,41,0,75937.47
784,15745196,Verco,Female,35,0,84569.13
785,15571221,Bergamaschi,Male,58,116313.57,190696.35
786,15660155,Lorenzo,Male,36,92140.15,67468.67
787,15605284,Outtrim,Male,26,0,104435.94
788,15694366,Hou,Male,42,177640.09,47166.55
789,15600739,Galkin,Female,35,0,119899.52
790,15653253,Pagnotto,Male,48,167997.6,173498.45
791,15763431,Echezonachukwu,Male,36,82275.35,93249.26
792,15643696,Young,Male,49,0,142917.54
793,15707473,Summers,Female,48,111962.99,111755.8
794,15769504,Munro,Female,34,131736.88,108543.21
795,15776807,Brennan,Male,29,0,180345.44
796,15686870,Ball,Male,36,108239.11,99444.02
797,15668747,Virgo,Female,46,98444.19,109563.28
798,15766908,Trevisani,Male,32,114540.38,92568.07
799,15570134,Padovano,Female,35,187530.66,37976.36
800,15567367,Tao,Female,42,133636.16,103315.74
801,15747542,Perez,Male,52,0,173952.5
802,15762238,Fraser,Female,44,84745.03,34673.98
803,15681554,Alley,Female,31,120599.38,46163.44
804,15712825,Howells,Female,29,0,140676.98
805,15640280,Cameron,Male,39,127771.35,151738.54
806,15756026,Hooper,Female,46,0,14679.81
807,15613319,Rice,Female,33,0,175544.02
808,15798906,Cox,Male,69,0,181964.6
809,15708917,Martin,Male,53,167772.96,136886.86
810,15778463,Ikenna,Female,37,95845.6,122218.23
811,15699430,Davide,Female,35,0,180439.75
812,15649992,Alexander,Male,65,134714.7,190419.81
813,15578980,Piazza,Female,33,0,58685.59
814,15775306,Ni,Male,28,122384.22,89017.38
815,15641655,Black,Female,26,0,50051.42
816,15619708,Harker,Male,25,157993.15,146041.45
817,15734565,Hughes,Male,29,0,191166.09
818,15806438,Chiabuotu,Female,42,123331.36,103516.08
819,15591969,Kuo,Male,27,75263.16,164825.04
820,15747807,Gallagher,Female,43,137824.03,172557.77
821,15596939,Calabresi,Male,36,132578.92,84320.94
822,15716155,Shaw,Female,36,156021.31,122662.98
823,15765311,Zhirov,Male,34,0,72085.1
824,15757811,Lloyd,Female,69,137453.43,110932.24
825,15603830,Palmer,Male,36,0,143635.36
826,15660602,Ch'eng,Male,33,164284.72,3710.34
827,15660535,Avent,Female,47,0,179843.33
828,15666633,Huang,Male,56,0,10643.38
829,15596914,Shaw,Female,31,112373.49,131167.98
830,15639788,Yuan,Female,39,0,10553.31
831,15695846,Hawkins,Female,34,0,130928.22
832,15726234,Trentini,Female,41,0,157003.99
833,15797964,Cameron,Female,29,154333.82,138527.56
834,15625881,Koehler,Male,37,111432.77,167032.49
835,15780628,Wu,Female,30,0,41642.29
836,15575883,Manna,Male,34,137390.11,9677
837,15585036,Okoli,Female,37,0,147012.22
838,15589488,Ch'eng,Female,56,111642.08,80553.87
839,15585888,Nwokezuike,Female,48,0,30730.95
840,15727915,Artemiev,Male,36,83543.37,140134.43
841,15707567,Esposito,Male,50,145338.76,91936.1
842,15737792,Abbie,Female,31,186796.37,178252.63
843,15599433,Fanucci,Male,35,58641.43,198674.08
844,15672012,Jen,Female,41,0,28266.9
845,15806983,Moss,Male,44,137148.68,92381.01
846,15592222,Lo,Male,49,80001.23,135180.11
847,15608968,Averyanov,Male,21,86402.52,27330.59
848,15586959,Unaipon,Female,42,0,125305.34
849,15646558,Clamp,Male,51,122874.74,149648.45
850,15725811,Lim,Male,25,97544.29,59887.15
851,15572265,Wu,Male,46,170826.55,45041.32
852,15794048,Wan,Female,48,97133.92,113316.77
853,15677610,Chambers,Female,41,153895.65,39087.42
854,15745012,Pettit,Female,43,0,7330.59
855,15601589,Baresi,Female,57,0,95463.29
856,15686436,Newbery,Male,32,0,167848.02
857,15693864,Iheanacho,Female,49,134956.02,93953.84
858,15760550,Duncan,Male,39,143637.58,174227.66
859,15686137,Barry,Male,32,147506.25,135399.21
860,15809087,Landry,Male,64,0,195635.3
861,15807663,McGregor,Male,43,190227.46,97508.04
862,15809100,Nucci,Female,32,172448.77,188083.77
863,15794916,Pirogov,Male,41,113980.21,116704.25
864,15614215,Oguejiofor,Male,53,0,97614.87
865,15805449,Ugochukwu,Male,38,0,186884.04
866,15686983,Rohu,Female,25,76968.12,131501.72
867,15808017,Cary,Male,38,88293.13,24302.95
868,15756804,O'Loghlen,Female,48,170833.46,110510.28
869,15646810,Quinn,Male,44,108122.39,108488.33
870,15710424,Page,Male,36,0,197015.2
871,15799422,Evans,Female,40,0,27689.77
872,15692750,McGregor,Female,45,129818.39,9217.55
873,15794549,Andrews,Female,35,163943.89,15068.18
874,15803764,Stanley,Male,28,0,7797.01
875,15674840,Chiazagomekpere,Female,38,101430.3,4400.32
876,15653762,Chidiebele,Female,39,117301.66,182025.95
877,15581229,Gregory,Female,32,173340.83,122763.95
878,15800228,Bednall,Female,42,0,38152.01
879,15656333,Jen,Female,33,134348.57,63163.99
880,15697497,She,Female,45,105525.65,73418.29
881,15585362,Simmons,Female,60,0,17978.68
882,15571928,Fraser,Female,43,0,115136.51
883,15785519,May,Male,36,106192.1,149575.59
884,15743007,Seabrook,Female,45,45144.43,60917.24
885,15777211,Herrera,Male,65,92113.61,142548.33
886,15721935,Kincaid,Male,25,0,157878.67
887,15591711,Sleeman,Male,38,128366.44,12796.43
888,15625021,Hung,Male,42,0,18657.77
889,15702968,Artemieva,Male,74,106545.53,134589.58
890,15600462,Barwell,Female,43,145618.37,10350.74
891,15768104,Wright,Male,37,141541.25,66013.27
892,15780140,Bellucci,Male,32,57017.06,5907.11
893,15585255,Moore,Male,42,0,74077.91
894,15772781,Ball,Female,51,0,77294.56
895,15669987,Sung,Female,35,125884.95,54359.02
896,15697000,Mello,Male,32,61825.5,156124.93
897,15733119,Mistry,Male,35,0,94820.85
898,15782390,T'ien,Female,40,0,155155.25
899,15654700,Fallaci,Female,40,102967.41,128702.1
900,15632210,Hill,Male,25,171770.55,22745.5
901,15642041,Burns,Male,40,93051.64,71865.31
902,15709737,Hunter,Male,36,161064.64,84294.82
903,15792388,Li,Female,48,90612.34,149139.13
904,15786014,Ku,Male,28,145105.64,185489.11
905,15794580,Ch'en,Male,58,0,176407.15
906,15675964,Chukwukadibia,Female,45,0,92027.69
907,15814275,Zikoranachidimma,Male,33,174912.72,43932.54
908,15724848,Oluchukwu,Female,46,104947.72,115789.25
909,15754713,Rivera,Male,31,135213.71,125777.28
910,15693814,Niu,Male,25,0,18461.9
911,15599660,Bennett,Male,36,116229.85,79633.38
912,15746490,Wollstonecraft,Female,53,111201.41,121542.29
913,15566091,Thomsen,Female,32,0,94739.2
914,15655961,Palermo,Male,27,131899,93302.29
915,15710404,Chinwendu,Male,35,124525.52,193793.78
916,15775625,McKenzie,Male,47,0,74835.65
917,15792328,James,Male,39,0,56999.9
918,15719856,Lamb,Female,45,47134.75,57236.44
919,15593773,Olejuru,Male,35,0,81483.64
920,15733114,Hay,Male,45,0,26752.56
921,15797748,Lu,Male,44,0,9200.54
922,15743411,Chiawuotu,Male,61,0,22447.85
923,15753337,Yeates,Male,51,0,189122.89
924,15601026,Gallagher,Female,19,138657.08,16161.82
925,15658485,Heath,Female,34,70302.48,68600.36
926,15636731,Ts'ai,Female,36,101609.01,447.73
927,15628303,Thurgood,Male,35,0,15650.73
928,15633461,Pai,Male,38,130170.82,149599.62
929,15677135,Lorenzo,Male,61,133802.29,90304.01
930,15590876,Knupp,Female,24,106234.02,115676.38
931,15790782,Baryshnikov,Male,39,132628.98,38812.67
932,15700476,Azubuike,Male,41,103522.75,34338.21
933,15634141,Shephard,Female,42,192390.52,823.36
934,15737795,Scott,Male,36,0,135482.26
935,15790299,Williamson,Male,37,0,10656.89
936,15675316,Avdeeva,Female,38,0,116467.35
937,15613630,Tang,Male,52,109922.61,96823.32
938,15662100,Hsu,Female,44,128605.32,171096.2
939,15668032,Buchanan,Female,37,0,79881.39
940,15599289,Yeh,Female,37,68598.56,157862.82
941,15754084,Palazzi,Male,35,106518.52,127951.81
942,15676521,Y?an,Female,31,0,191074.11
943,15804586,Lin,Female,46,0,157333.69
944,15781465,Schofield,Female,29,121326.42,133457.52
945,15729362,Lombardi,Male,36,67226.37,130789.6
946,15709295,Wall,Female,25,82931.85,128373.88
947,15745324,Milani,Female,39,0,194273.2
948,15741336,Ejimofor,Female,38,118590.41,5684.17
949,15783659,Blackburn,Male,67,145981.87,131043.2
950,15620981,Wickham,Female,48,73309.38,21228.34
951,15630328,Bird,Female,48,130796.33,43250.3
952,15785899,Ch'en,Male,33,151607.56,4389.4
953,15606149,Wood,Female,66,111577.01,189271.9
954,15671139,Brizendine,Male,39,107042.74,102284.2
955,15660429,Ch'in,Female,42,156371.61,156774.94
956,15571002,Yusupov,Female,44,129605.99,69865.49
957,15631681,Jibunoh,Female,43,0,85523.24
958,15731522,Ts'ui,Female,67,0,51219.8
959,15619529,Ndukaku,Male,27,132576.25,7222.92
960,15628034,Wilder,Female,37,129101.3,23971.33
961,15686164,Maclean,Female,31,108822.4,132173.31
962,15582797,Ch'iu,Male,35,137948.51,113639.64
963,15753831,Cox,Male,32,100433.8,39768.59
964,15731815,Nepean,Male,63,96134.11,108732.96
965,15580956,McNess,Female,43,115888.04,117349.19
966,15602084,Coles,Female,42,124626.07,78004.5
967,15589805,Benson,Female,34,139810.34,152417.79
968,15720893,Gilbert,Female,34,0,26057.08
